acc,373558174280156,4.837603,-5.468104,3.701307
acc,373558252893438,6.028166,-7.324617,3.634233
acc,373558272607813,5.870063,-6.577221,1.993315
acc,373558292291667,5.891623,-5.386658,1.691483
acc,373558311944948,5.723938,-4.061946,3.325213
acc,373558331628802,5.103503,-7.779762,3.418638
acc,373558351251615,3.381139,-8.943975,5.60573
acc,373558370935417,2.257649,-10.824443,6.401035
acc,373558390588750,2.264836,-7.679151,6.940023
acc,373558410272604,3.647039,-7.542607,5.433253
acc,373558429895417,5.024452,-7.741434,4.252272
acc,373558449579219,5.870063,-6.598781,3.751612
acc,373558469232552,6.902524,-8.625374,4.161243
acc,373558488916406,6.145545,-10.402835,5.27515
acc,373558508569740,4.308197,-9.526081,5.121839
acc,373558528253542,3.675785,-11.638912,4.628366
acc,373558547876354,3.055351,-11.317916,5.792579
acc,373558567560208,2.559482,-11.111902,6.592676
acc,373558587213542,0.573613,-10.146516,4.300182
acc,373558606897344,-0.240857,-8.943975,3.904924
acc,373558626550677,-0.406147,-8.627769,3.44978
acc,373558646234531,-0.5906,-7.957029,3.047335
acc,373558665857292,-0.288767,-8.445711,3.397079
acc,373558685541146,-0.034844,-6.562848,2.120277
acc,373558705194479,1.562954,-6.682623,1.72981
acc,373558724878333,3.417071,-8.733171,4.187593
acc,373558744531615,4.586075,-9.075727,5.037996
acc,373558764184948,4.777715,-8.467271,3.159924
acc,373558779791354,5.129854,-7.964215,2.726338
acc,373558799475208,5.771848,-6.438282,3.18867
acc,373558819128490,6.612668,-6.625131,3.670166
acc,373558838812344,6.480916,-9.229039,3.845037
acc,373558858465677,5.158599,-7.636032,3.902529
acc,373558878149479,5.431686,-5.872944,4.609201
acc,373558897772292,5.570625,-8.273235,5.576983
acc,373558917456146,3.944081,-9.334441,4.815215
acc,373558937109479,2.882874,-9.403911,4.166034
acc,373558956793281,3.86503,-8.548717,4.233108
acc,373558976446615,4.765738,-7.343781,4.544523
acc,373558996130469,5.913182,-7.068298,4.554105
acc,373559015783802,6.363536,-7.046739,3.921693
acc,373559035467604,6.152732,-7.731852,4.669089
acc,373559055090417,5.731124,-6.9078,5.073928
acc,373559074774271,4.209981,-8.045663,4.379233
acc,373559094427552,1.594095,-8.958348,4.015118
acc,373559114111406,-0.489989,-11.073574,4.613993
acc,373559133734219,-1.71409,-11.121485,5.162562
acc,373559153418073,-0.5906,-10.132143,4.762514
acc,373559173071354,1.196442,-8.958348,4.678671
acc,373559192755208,3.505704,-8.491225,3.464153
acc,373559212408542,5.534693,-6.605967,2.247238
acc,373559232092396,7.978103,-3.372042,2.050807
acc,373559251745677,10.86468,-1.252025,2.99703
acc,373559271429531,12.570276,-3.990081,6.017756
acc,373559291052344,10.086143,-8.373846,6.23335
acc,373559310736146,8.428457,-6.153217,3.116805
acc,373559330389479,7.944566,-3.748136,1.859167
acc,373559350073333,7.951753,-6.09333,4.161243
acc,373559369726667,6.454565,-6.891031,5.411694
acc,373559389410469,5.053197,-9.418284,6.393849
acc,373559409063802,3.697345,-9.518895,7.014284
acc,373559428747656,3.522473,-8.927206,6.429781
acc,373559448370469,2.755913,-9.130824,6.949605
acc,373559468054271,0.82514,-9.813541,7.732934
acc,373559487707604,-0.418124,-9.911757,6.640585
acc,373559507391458,-0.688816,-9.037399,6.767547
acc,373559527044740,-0.643301,-8.050453,6.156694
acc,373559546698073,-0.054008,-8.151065,5.866839
acc,373559566351406,0.518516,-8.697239,5.773415
acc,373559586035261,1.021571,-8.484039,4.058237
acc,373559605688542,0.865864,-5.537574,1.947801
acc,373559625372396,2.010912,-1.776639,1.209987
acc,373559645025729,3.956059,-4.536255,2.666451
acc,373559664709583,5.316702,-8.651724,4.0247
acc,373559684362865,5.367008,-7.573749,3.847433
acc,373559704046719,5.532298,-3.108537,2.860487
acc,373559723669531,7.640337,-3.487026,3.684539
acc,373559743353333,8.965049,-11.19335,6.894508
acc,373559763006667,8.267959,-10.529796,7.888641
