acc,373940734857655,6.104822,-7.485116,2.484393
acc,373940754541510,6.253343,-7.851627,2.606564
acc,373940774194843,6.509662,-8.052849,2.462833
acc,373940793848124,6.828263,-8.213347,2.458042
acc,373940813501457,7.05344,-7.832463,2.644892
acc,373940833185312,7.065417,-7.511466,2.819763
acc,373940852838645,7.067813,-7.60489,2.999425
acc,373940872491926,6.983971,-7.57854,3.09285
acc,373940892085832,6.768375,-7.235983,3.047335
acc,373940911769687,6.579131,-6.922173,2.843718
acc,373940931422968,6.480916,-7.065903,2.738316
acc,373940951076301,6.490498,-7.120999,2.606564
acc,373940970729635,6.555176,-7.106627,2.666451
acc,373940990413489,6.708488,-7.089858,2.628123
acc,373941010066770,6.737234,-6.972478,2.486789
acc,373941029750624,6.754003,-6.912591,2.314312
acc,373941049403957,6.758793,-6.934151,2.225679
acc,373941069057291,6.646205,-7.001225,2.194537
acc,373941088710572,6.579131,-7.044343,2.168187
acc,373941108394426,6.512057,-7.080276,2.146627
acc,373941128047760,6.464147,-7.154537,2.149023
acc,373941147701093,6.459356,-7.166514,2.139441
acc,373941167384895,6.423423,-7.034761,2.113091
acc,373941187038228,6.411446,-7.015597,2.108299
acc,373941206691562,6.349163,-6.979665,2.129859
acc,373941226375364,6.274902,-6.845517,2.218493
acc,373941246028697,6.200642,-6.831144,2.237657
acc,373941265682030,6.138359,-6.778443,2.194537
acc,373941285335364,6.092844,-6.586803,2.168187
acc,373941305019166,6.097635,-6.447864,2.089135
acc,373941324672499,6.049726,-6.481401,2.079554
acc,373941344325832,5.99942,-6.577221,2.196933
acc,373941363979166,5.915577,-6.651482,2.218493
acc,373941383662968,5.848504,-6.895823,2.225679
acc,373941403316301,5.95151,-7.152141,2.228075
acc,373941423000155,6.138359,-7.329408,2.335872
acc,373941442653437,6.33479,-7.523444,2.414923
acc,373941462306770,6.490498,-7.664778,2.508348
acc,373941481990624,6.624646,-7.430019,2.585004
acc,373941501643957,6.540803,-7.113813,2.649683
acc,373941521327760,6.423423,-6.934151,2.738316
acc,373941540950572,6.397073,-6.795211,2.755085
acc,373941560603905,6.461751,-6.972478,2.843718
acc,373941580287760,6.617459,-7.159328,2.834136
acc,373941599941041,6.660578,-7.05153,2.862882
acc,373941619624895,6.648601,-6.960501,2.937143
acc,373941639278228,6.557571,-6.81198,2.946724
acc,373941658931562,6.418633,-6.627526,2.896419
acc,373941678584843,6.394678,-6.534102,2.908396
acc,373941698268697,6.43061,-6.589199,2.941933
acc,373941717922030,6.468938,-6.673041,2.941933
acc,373941737605832,6.579131,-6.800003,2.987448
acc,373941757259166,6.607877,-6.840726,3.052126
acc,373941776912499,6.646205,-6.919777,3.157528
acc,373941796565832,6.859405,-6.98206,3.226998
acc,373941816219114,6.974389,-6.931755,3.186275
acc,373941835902968,6.823472,-6.792816,3.097641
acc,373941855556301,6.677347,-6.565244,3.059313
acc,373941875209635,6.509662,-6.474215,3.109618
acc,373941895066562,6.437797,-6.397559,3.181484
acc,373941914719895,6.449774,-6.366417,3.179088
acc,373941934403749,6.437797,-6.457446,3.121596
acc,373941954087551,6.3827,-6.502961,2.992239
acc,373941973710364,6.258134,-6.502961,2.932352
acc,373941993363697,6.16471,-6.529311,2.963493
acc,373942013047551,6.16471,-6.610758,3.078477
acc,373942032700832,6.291671,-6.538893,3.107223
acc,373942052384687,6.327603,-6.435886,3.066499
acc,373942072038020,6.270112,-6.340066,2.941933
acc,373942091691353,6.155128,-6.299343,2.855695
acc,373942111344635,6.119195,-6.385581,2.87486
acc,373942131028489,6.061703,-6.392767,2.985053
acc,373942150681822,5.949114,-6.488587,3.04494
acc,373942170365624,5.838922,-6.591594,2.94912
acc,373942190018957,5.707169,-6.565244,2.807786
acc,373942209672291,5.525111,-6.538893,2.716757
acc,373942229325624,5.369403,-6.73772,2.704779
acc,373942249009426,5.352635,-7.087462,2.78383
acc,373942268662760,5.496365,-7.607286,2.939538
acc,373942288316093,5.83413,-7.983379,3.006612
acc,373942307969426,6.231783,-7.91391,3.054522
acc,373942327653228,6.543199,-7.659987,2.975471
acc,373942347306562,6.799517,-7.698315,3.006612
acc,373942366990416,6.955225,-7.453974,3.207834
acc,373942386643749,6.928874,-6.970083,3.246162
acc,373942406297030,6.684533,-6.52452,3.133574
acc,373942425950364,6.473729,-6.373603,2.99703
acc,373942445634218,6.28688,-6.352044,2.894023
acc,373942465287499,6.152732,-6.663459,2.850904
acc,373942484971353,6.071285,-6.857494,2.855695
acc,373942504624687,5.929951,-6.929359,2.831741
acc,373942524278020,5.894018,-7.106627,2.75748
acc,373942543931301,5.987442,-7.300662,2.685615
acc,373942563615155,6.071285,-7.360549,2.673637
acc,373942583268489,6.064098,-7.197656,2.728734
acc,373942602952343,6.080867,-7.142559,2.802994
acc,373942622605624,6.112009,-7.238379,2.870069
acc,373942642258957,6.145545,-7.305453,2.894023
acc,373942661912291,6.19106,-7.377318,2.838927
acc,373942681596093,6.210224,-7.485116,2.80539
acc,373942701249426,6.159918,-7.511466,2.858091
acc,373942720902760,6.155128,-7.516257,2.898814
acc,373942740586614,6.226993,-7.439601,2.937143
acc,373942760239895,6.320417,-7.425228,2.987448
acc,373942779893228,6.389886,-7.425228,2.992239
acc,373942799577082,6.375514,-7.298266,2.973075
acc,373942819230416,6.385096,-7.092254,2.958702
acc,373942838883697,6.440192,-7.015597,3.049731
acc,373942858537030,6.588713,-7.058716,3.102432
acc,373942878220885,6.701302,-6.855099,3.112014
acc,373942898019947,6.756398,-6.74251,3.090455
acc,373942917703749,6.859405,-6.816771,3.066499
acc,373942937357082,6.988761,-6.685019,3.052126
acc,373942957040937,7.00553,-6.522124,3.097641
acc,373942976694218,7.03188,-6.493379,3.203043
acc,373942996347551,7.12291,-6.431096,3.219811
acc,373943016000885,7.098955,-6.323298,3.176692
acc,373943035684739,7.010321,-6.234664,3.104827
acc,373943055338020,7.017508,-6.117285,3.059313
acc,373943075021874,6.969597,-6.117285,3.073686
acc,373943094675207,6.902524,-6.134054,3.090455
acc,373943114328541,6.859405,-6.02386,3.114409
acc,373943133981822,6.782749,-5.944809,3.035358
acc,373943153665676,6.62225,-5.925645,2.934747
acc,373943173319010,6.512057,-5.951995,2.8533
acc,373943192972291,6.521639,-6.014278,2.848509
acc,373943212625624,6.67016,-6.246642,2.910792
acc,373943232309478,6.785144,-6.433491,2.977866
acc,373943251993332,6.809099,-6.423909,2.913188
acc,373943271646614,6.754003,-6.347253,2.889232
acc,373943291330468,6.722861,-6.244246,3.1192
acc,373943310953280,6.639019,-6.28497,3.555182
acc,373943330606614,6.43061,-6.296947,3.696516
acc,373943350290416,6.183874,-6.318507,3.682143
acc,373943369943749,5.889227,-6.246642,3.512063
acc,373943389627603,5.757474,-6.289761,3.538413
acc,373943409280885,5.688005,-6.701787,3.770777
acc,373943428964739,5.649677,-6.95571,3.991163
acc,373943448618072,5.87725,-7.207238,4.007931
acc,373943468271405,6.083262,-7.377318,3.782754
acc,373943487924687,6.176687,-7.461161,3.643815
acc,373943507608541,6.152732,-7.329408,3.825873
acc,373943527292395,5.841317,-7.973797,4.230712
acc,373943546945728,5.805385,-7.724666,4.154057
acc,373943566599010,5.896413,-7.082672,3.924088
acc,373943586282864,5.407732,-7.235983,4.086983
acc,373943605936197,5.697587,-7.645614,3.849828
acc,373943625589478,5.819757,-7.343781,3.521645
acc,373943645242812,5.098712,-7.152141,3.744426
acc,373943664926666,5.046011,-6.876658,3.595905
acc,373943684579999,5.378985,-6.447864,3.662979
acc,373943704263801,5.187346,-6.308925,3.636628
acc,373943723917135,5.199323,-6.771256,3.466548
acc,373943743600989,5.71196,-7.101836,3.123991
acc,373943763254322,5.989838,-6.783234,3.301259
acc,373943782907603,6.183874,-6.919777,3.406661
acc,373943802560937,6.406655,-7.219215,3.411452
acc,373943822244791,6.126381,-6.675436,3.864201
acc,373943841898072,5.882041,-6.903009,3.912111
acc,373943861581926,5.618536,-7.465951,3.806709
acc,373943881235260,5.242442,-7.810904,3.686934
acc,373943901148124,4.851975,-6.689809,3.325213
acc,373943920801405,5.000496,-7.188074,3.521645
acc,373943940485260,5.311912,-7.729456,3.883365
acc,373943960138593,5.467619,-7.396482,4.072609
acc,373943979791926,5.216092,-7.473138,4.137288
acc,373943999445207,4.926236,-7.274312,3.916902
acc,373944019129062,4.674708,-6.708973,3.916902
acc,373944038782395,4.389644,-6.320902,4.269041
acc,373944058466197,4.607635,-6.009488,4.266645
acc,373944078119530,4.557329,-6.934151,4.156452
acc,373944097772864,4.612425,-7.061112,3.830664
acc,373944117426197,5.160995,-6.828749,3.945648
acc,373944137109999,5.791011,-6.673041,3.945648
acc,373944156763332,6.083262,-6.639504,3.83306
acc,373944176447187,6.07368,-6.692205,3.521645
acc,373944196100520,6.123986,-6.720951,3.310841
acc,373944215784322,6.071285,-6.730533,3.308445
acc,373944235437655,6.011397,-6.404745,3.536017
acc,373944255090989,6.001815,-5.808266,3.576741
acc,373944274744270,6.30844,-5.276464,3.059313
acc,373944294428124,6.662973,-5.195017,2.520325
acc,373944314111978,6.684533,-5.729214,2.364618
acc,373944333765312,6.591108,-5.968764,2.49158
acc,373944353418593,6.816286,-5.599857,2.091531
acc,373944373102447,7.084581,-5.008169,1.736997
acc,373944392755780,7.417556,-4.981818,1.437559
acc,373944412409114,7.494212,-5.113571,1.066257
acc,373944432062395,7.731367,-5.178249,1.849586
acc,373944451746249,10.110098,-7.41325,5.088302
acc,373944471399582,10.414327,-6.855099,1.10698
acc,373944491052864,8.052363,-6.840726,0.081707
acc,373944510706197,7.707411,-11.090343,1.013556
acc,373944530390051,8.380547,-10.11777,2.465229
acc,373944550043385,7.278617,-6.028652,1.935823
acc,373944569727187,6.152732,-6.38079,1.981338
acc,373944589380520,6.662973,-7.568958,2.264007
acc,373944609064374,7.055836,-6.373603,2.431692
acc,373944628717707,6.619854,-6.057397,2.503557
acc,373944648370989,6.07368,-6.57243,2.752689
acc,373944668054843,5.819757,-7.468347,2.628123
acc,373944687708176,5.949114,-8.486435,1.768139
acc,373944707391978,6.097635,-7.959424,1.437559
acc,373944727014791,6.088054,-7.135373,1.593267
acc,373944746698645,6.60069,-6.898218,1.578894
acc,373944766351978,7.003135,-7.015597,1.571707
acc,373944786035780,7.017508,-7.374922,1.504634
acc,373944805689114,6.674951,-6.962896,1.710647
acc,373944825372968,6.449774,-7.276707,1.789698
acc,373944844995780,6.30844,-7.643219,1.586081
acc,373944864679582,6.1695,-7.863605,1.542961
acc,373944884332916,6.056912,-7.612077,1.768139
acc,373944903900364,6.205433,-7.097044,2.25682
acc,373944923553645,6.418633,-6.931755,2.513139
acc,373944943237499,6.435401,-7.214424,2.165792
acc,373944962860312,6.327603,-7.372527,1.950197
acc,373944982544166,6.421028,-6.744906,2.03883
acc,373945002197447,6.713279,-6.364021,2.067576
acc,373945021881301,6.924083,-6.88145,1.873541
acc,373945041504114,6.768375,-6.924569,1.945405
acc,373945061187968,6.583922,-6.773652,2.335872
acc,373945080841249,6.612668,-7.006015,2.438879
