train1,feature_4,714865447863,-0.626533,-3.276222,-9.349377
train1,feature_4,714885070623,0.001088,-3.24508,-9.967416
train1,feature_4,714904662915,0.317294,-3.04865,-9.936275
train1,feature_4,714924285727,0.377182,-2.696511,-9.778172
train1,feature_4,714943847498,0.820349,-2.480916,-9.62965
train1,feature_4,714963470311,0.976057,-3.199566,-8.657078
train1,feature_4,714983093123,1.095832,-3.994872,-8.860695
train1,feature_4,715002715884,1.653983,-3.098955,-9.617673
train1,feature_4,715022308175,1.728243,-2.727653,-9.265534
train1,feature_4,715041930988,1.70908,-3.055836,-9.02838
train1,feature_4,715061523279,2.058822,-3.233103,-9.164924
train1,feature_4,715081146092,2.032472,-3.204357,-9.021194
train1,feature_4,715100738384,1.941443,-2.761189,-9.117014
train1,feature_4,715120361144,1.886346,-2.205434,-9.078686
train1,feature_4,715139953436,1.359336,-2.394678,-8.913396
train1,feature_4,715159576248,1.011989,-2.684534,-9.114618
train1,feature_4,715179168540,0.89461,-2.696511,-9.399682
train1,feature_4,715198791352,0.679015,-2.871382,-9.77338
train1,feature_4,715218353123,0.446651,-2.313231,-9.8165
train1,feature_4,715237975936,0.037021,-2.394678,-9.689538
train1,feature_4,715257568175,-0.252835,-2.181479,-9.876387
train1,feature_4,715277190988,-0.185761,-2.018584,-9.725471
train1,feature_4,715296783279,-0.386983,-2.47852,-9.797336
train1,feature_4,715316406092,-0.648093,-2.234179,-9.936275
train1,feature_4,715335998384,-1.13917,-1.822153,-9.725471
train1,feature_4,715355621196,-1.292482,-1.513134,-9.706306
train1,feature_4,715375213488,-1.328415,-1.819758,-9.826081
train1,feature_4,715394836248,-1.429026,-2.583922,-10.084796
train1,feature_4,715414428540,-1.520054,-2.464148,-10.736371
train1,feature_4,715434051352,-1.30925,-2.066494,-11.201098
train1,feature_4,715453674165,-1.246968,-1.965883,-11.071741
train1,feature_4,715473296977,-1.244572,-1.834131,-11.239427
train1,feature_4,715492828227,-1.246968,-1.735916,-11.488559
train1,feature_4,715512450988,-1.072096,-1.747893,-11.493349
train1,feature_4,715532043279,-0.904411,-2.025771,-10.865728
train1,feature_4,715551666092,-1.012208,-2.006607,-10.441725
train1,feature_4,715571258384,-1.038559,-1.297539,-10.616596
train1,feature_4,715590881196,-0.789427,-0.928632,-10.530358
train1,feature_4,715610473488,-0.8038,-0.897491,-10.060841
train1,feature_4,715630096300,-0.808591,-1.199324,-9.406869
train1,feature_4,715649688540,-0.959508,-1.862877,-8.669055
train1,feature_4,715669311352,-0.815777,-2.016189,-9.536226
train1,feature_4,715689025727,-0.434893,-1.465224,-10.096773
train1,feature_4,715708618019,-0.466035,-1.752684,-9.349377
train1,feature_4,715728118748,-0.006098,-1.963488,-8.81039
train1,feature_4,715747741561,0.161586,-2.215015,-9.004425
train1,feature_4,715767386404,0.422696,-1.644886,-9.735052
train1,feature_4,715787009217,0.99522,-1.937137,-9.787753
train1,feature_4,715806601509,1.040735,-2.339581,-9.670374
train1,feature_4,715826193800,1.273098,-2.497684,-9.524248
train1,feature_4,715845816613,1.416829,-2.423424,-9.739843
train1,feature_4,715865439425,1.939047,-2.191061,-10.218944
train1,feature_4,715885031717,2.111523,-2.461752,-10.532754
train1,feature_4,715904654477,2.322328,-2.191061,-10.367464
train1,feature_4,715924246769,2.331909,-2.33479,-9.912319
train1,feature_4,715943869581,2.073195,-3.132492,-9.143364
train1,feature_4,715963461873,1.840832,-2.526431,-8.901419
train1,feature_4,715983084686,1.986958,-1.762266,-9.344586
train1,feature_4,716002646456,1.474321,-1.992234,-8.899023
train1,feature_4,716022269217,0.688596,-2.425819,-8.534907
train1,feature_4,716041892029,0.31969,-2.265321,-8.69301
train1,feature_4,716061514842,-0.370214,-2.607877,-8.815181
train1,feature_4,716081076613,-0.650488,-2.756398,-9.215229
train1,feature_4,716100699425,-0.765472,-2.924083,-9.29428
train1,feature_4,716120291717,-1.052932,-3.434325,-9.514667
train1,feature_4,716139914529,-1.084074,-3.604405,-9.74703
train1,feature_4,716159506769,-1.211035,-3.865515,-9.620069
train1,feature_4,716179129581,-1.37872,-3.870306,-10.422561
train1,feature_4,716198721873,-1.345183,-3.489422,-10.911243
train1,feature_4,716218344686,-1.936872,-3.446302,-10.206966
train1,feature_4,716237936977,-2.473464,-3.345691,-10.269249
train1,feature_4,716257559790,-2.880698,-3.484631,-10.197384
train1,feature_4,716277152029,-3.22086,-3.681062,-10.525567
train1,feature_4,716296774842,-3.443641,-3.364856,-10.451307
train1,feature_4,716316367134,-3.927532,-3.369647,-10.087191
train1,feature_4,716335989946,-4.152709,-3.455884,-9.787753
train1,feature_4,716355582238,-4.049703,-2.900129,-9.615277
train1,feature_4,716375205050,-3.664027,-2.409051,-9.735052
train1,feature_4,716394766821,-3.129831,-2.50008,-9.727866
train1,feature_4,716414389581,-2.621984,-2.730048,-9.552995
train1,feature_4,716433951352,-2.130907,-2.763585,-9.358959
train1,feature_4,716453574165,-1.762,-2.550385,-9.150551
train1,feature_4,716473196977,-1.35237,-2.507267,-9.339795
train1,feature_4,716492819790,-0.626533,-2.318022,-9.993767
train1,feature_4,716512412081,-0.271999,-2.318022,-9.325422
train1,feature_4,716532034842,-0.176179,-2.488102,-9.011612
train1,feature_4,716551627134,0.063371,-3.072604,-8.994843
train1,feature_4,716571249946,0.360413,-3.367251,-8.913396
train1,feature_4,716590842238,0.65985,-2.689325,-9.478734
train1,feature_4,716610465050,0.885028,-2.476125,-9.241579
train1,feature_4,716630026821,0.611941,-2.93127,-8.630727
train1,feature_4,716649649634,0.475397,-3.082186,-8.350453
train1,feature_4,716669241873,0.566426,-2.593504,-8.69301
train1,feature_4,716688864686,0.712551,-2.507267,-9.205647
train1,feature_4,716708456977,0.623918,-2.385096,-8.975679
train1,feature_4,716728079790,0.475397,-2.025771,-8.724152
train1,feature_4,716747672081,0.245429,-2.040144,-8.702592
train1,feature_4,716767240623,0.020252,-2.176687,-9.327818
train1,feature_4,716786832915,0.123259,-1.874854,-9.670374
train1,feature_4,716806455675,-0.164201,-1.752684,-9.399682
train1,feature_4,716826047967,-0.566646,-2.102427,-9.866805
train1,feature_4,716845670779,-0.822964,-2.40426,-10.384233
